instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weekday_name,is_weekend,hour_group,weather_name
9626,2012-02-11,1,1,2,0,0,6,2,0.3,0.303,0.7,0.1343,3,50,53,Winter,Saturday,1,Night,Mist
9627,2012-02-11,1,1,2,1,0,6,3,0.28,0.2879,0.81,0.1343,2,43,45,Winter,Saturday,1,Night,Light Snow/Rain
9628,2012-02-11,1,1,2,2,0,6,3,0.26,0.2576,0.81,0.194,2,24,26,Winter,Saturday,1,Night,Light Snow/Rain
9629,2012-02-11,1,1,2,3,0,6,3,0.24,0.2273,0.87,0.2239,0,9,9,Winter,Saturday,1,Night,Light Snow/Rain
9630,2012-02-11,1,1,2,4,0,6,3,0.24,0.2273,0.87,0.2239,0,4,4,Winter,Saturday,1,Night,Light Snow/Rain
9631,2012-02-11,1,1,2,5,0,6,3,0.22,0.2273,0.93,0.1642,0,2,2,Winter,Saturday,1,Night,Light Snow/Rain
9632,2012-02-11,1,1,2,6,0,6,3,0.22,0.2273,0.93,0.1343,1,8,9,Winter,Saturday,1,Morning,Light Snow/Rain
9633,2012-02-11,1,1,2,7,0,6,3,0.22,0.2273,0.93,0.1343,0,19,19,Winter,Saturday,1,Morning,Light Snow/Rain
9634,2012-02-11,1,1,2,8,0,6,3,0.22,0.2273,0.93,0.1343,1,77,78,Winter,Saturday,1,Morning,Light Snow/Rain
9635,2012-02-11,1,1,2,9,0,6,3,0.22,0.2424,0.93,0.1045,5,85,90,Winter,Saturday,1,Morning,Light Snow/Rain
9636,2012-02-11,1,1,2,10,0,6,3,0.22,0.2424,0.93,0.1045,23,143,166,Winter,Saturday,1,Morning,Light Snow/Rain
9637,2012-02-11,1,1,2,11,0,6,2,0.24,0.2576,0.81,0.1045,26,157,183,Winter,Saturday,1,Morning,Mist
9638,2012-02-11,1,1,2,12,0,6,2,0.26,0.2576,0.81,0.1642,25,196,221,Winter,Saturday,1,Afternoon,Mist
9639,2012-02-11,1,1,2,13,0,6,2,0.26,0.2424,0.81,0.2836,18,217,235,Winter,Saturday,1,Afternoon,Mist
9640,2012-02-11,1,1,2,14,0,6,2,0.26,0.2424,0.81,0.2537,38,205,243,Winter,Saturday,1,Afternoon,Mist
9641,2012-02-11,1,1,2,15,0,6,2,0.3,0.2727,0.61,0.2985,12,112,124,Winter,Saturday,1,Afternoon,Mist
9642,2012-02-11,1,1,2,16,0,6,3,0.22,0.197,0.75,0.4179,12,134,146,Winter,Saturday,1,Afternoon,Light Snow/Rain
9643,2012-02-11,1,1,2,17,0,6,3,0.22,0.1818,0.69,0.4627,13,131,144,Winter,Saturday,1,Afternoon,Light Snow/Rain
9644,2012-02-11,1,1,2,18,0,6,2,0.22,0.1818,0.47,0.6567,3,105,108,Winter,Saturday,1,Evening,Mist
9645,2012-02-11,1,1,2,19,0,6,2,0.2,0.1515,0.4,0.5522,2,85,87,Winter,Saturday,1,Evening,Mist
9646,2012-02-11,1,1,2,20,0,6,2,0.16,0.1212,0.43,0.5522,1,62,63,Winter,Saturday,1,Evening,Mist
9647,2012-02-11,1,1,2,21,0,6,1,0.14,0.0758,0.43,0.6418,5,43,48,Winter,Saturday,1,Evening,Clear
9648,2012-02-11,1,1,2,22,0,6,2,0.14,0.1061,0.39,0.3881,0,46,46,Winter,Saturday,1,Evening,Mist
9649,2012-02-11,1,1,2,23,0,6,3,0.12,0.0758,0.5,0.4925,0,20,20,Winter,Saturday,1,Evening,Light Snow/Rain
9650,2012-02-12,1,1,2,0,0,0,3,0.1,0.0758,0.68,0.3881,0,21,21,Winter,Sunday,1,Night,Light Snow/Rain
9651,2012-02-12,1,1,2,1,0,0,3,0.08,0.0455,0.79,0.4627,0,24,24,Winter,Sunday,1,Night,Light Snow/Rain
9652,2012-02-12,1,1,2,2,0,0,2,0.1,0.0606,0.58,0.5821,1,26,27,Winter,Sunday,1,Night,Mist
9653,2012-02-12,1,1,2,3,0,0,2,0.1,0.0455,0.46,0.6866,0,14,14,Winter,Sunday,1,Night,Mist
9654,2012-02-12,1,1,2,4,0,0,2,0.1,0.0455,0.46,0.7164,0,1,1,Winter,Sunday,1,Night,Mist
9655,2012-02-12,1,1,2,5,0,0,1,0.1,0.0758,0.49,0.3881,0,3,3,Winter,Sunday,1,Night,Clear
9656,2012-02-12,1,1,2,6,0,0,1,0.1,0.0758,0.49,0.3881,0,2,2,Winter,Sunday,1,Morning,Clear
9657,2012-02-12,1,1,2,7,0,0,1,0.08,0.0909,0.53,0.194,0,18,18,Winter,Sunday,1,Morning,Clear
9658,2012-02-12,1,1,2,8,0,0,1,0.08,0.0758,0.53,0.2537,0,26,26,Winter,Sunday,1,Morning,Clear
9659,2012-02-12,1,1,2,9,0,0,1,0.1,0.0909,0.49,0.2985,3,60,63,Winter,Sunday,1,Morning,Clear
9660,2012-02-12,1,1,2,10,0,0,1,0.12,0.1061,0.42,0.3582,8,83,91,Winter,Sunday,1,Morning,Clear
9661,2012-02-12,1,1,2,11,0,0,1,0.12,0.1061,0.42,0.2985,3,121,124,Winter,Sunday,1,Morning,Clear
9662,2012-02-12,1,1,2,12,0,0,1,0.14,0.0758,0.39,0.6418,7,133,140,Winter,Sunday,1,Afternoon,Clear
9663,2012-02-12,1,1,2,13,0,0,1,0.16,0.1212,0.4,0.4478,10,128,138,Winter,Sunday,1,Afternoon,Clear
9664,2012-02-12,1,1,2,14,0,0,1,0.16,0.1212,0.4,0.5224,9,102,111,Winter,Sunday,1,Afternoon,Clear
9665,2012-02-12,1,1,2,15,0,0,1,0.16,0.1212,0.4,0.5522,5,150,155,Winter,Sunday,1,Afternoon,Clear
9666,2012-02-12,1,1,2,16,0,0,1,0.2,0.1667,0.34,0.4627,16,148,164,Winter,Sunday,1,Afternoon,Clear
9667,2012-02-12,1,1,2,17,0,0,1,0.18,0.1515,0.37,0.4179,4,83,87,Winter,Sunday,1,Afternoon,Clear
9668,2012-02-12,1,1,2,18,0,0,1,0.16,0.1212,0.4,0.4627,4,92,96,Winter,Sunday,1,Evening,Clear
9669,2012-02-12,1,1,2,19,0,0,1,0.16,0.1364,0.4,0.2836,2,78,80,Winter,Sunday,1,Evening,Clear
9670,2012-02-12,1,1,2,20,0,0,1,0.14,0.1212,0.42,0.3284,1,56,57,Winter,Sunday,1,Evening,Clear
9671,2012-02-12,1,1,2,21,0,0,1,0.14,0.1212,0.43,0.2985,0,36,36,Winter,Sunday,1,Evening,Clear
9672,2012-02-12,1,1,2,22,0,0,1,0.14,0.1515,0.43,0.1642,0,28,28,Winter,Sunday,1,Evening,Clear
9673,2012-02-12,1,1,2,23,0,0,1,0.14,0.1364,0.43,0.2239,0,23,23,Winter,Sunday,1,Evening,Clear
9674,2012-02-13,1,1,2,0,0,1,1,0.14,0.1364,0.46,0.2239,0,9,9,Winter,Monday,0,Night,Clear
9675,2012-02-13,1,1,2,1,0,1,1,0.12,0.1212,0.5,0.2239,0,6,6,Winter,Monday,0,Night,Clear
9676,2012-02-13,1,1,2,2,0,1,1,0.14,0.1364,0.46,0.194,0,4,4,Winter,Monday,0,Night,Clear
9677,2012-02-13,1,1,2,3,0,1,1,0.12,0.1515,0.54,0.1045,0,1,1,Winter,Monday,0,Night,Clear
9678,2012-02-13,1,1,2,4,0,1,1,0.12,0.1667,0.54,0.0896,0,2,2,Winter,Monday,0,Night,Clear
9679,2012-02-13,1,1,2,5,0,1,1,0.1,0.1212,0.58,0.1343,0,17,17,Winter,Monday,0,Night,Clear
9680,2012-02-13,1,1,2,6,0,1,1,0.1,0.1061,0.54,0.2239,1,71,72,Winter,Monday,0,Morning,Clear
9681,2012-02-13,1,1,2,7,0,1,1,0.1,0.1061,0.54,0.194,1,194,195,Winter,Monday,0,Morning,Clear
9682,2012-02-13,1,1,2,8,0,1,1,0.1,0.1212,0.54,0.1343,4,413,417,Winter,Monday,0,Morning,Clear
9683,2012-02-13,1,1,2,9,0,1,1,0.12,0.1364,0.5,0.194,7,198,205,Winter,Monday,0,Morning,Clear
9684,2012-02-13,1,1,2,10,0,1,1,0.14,0.1515,0.5,0.1343,1,70,71,Winter,Monday,0,Morning,Clear
9685,2012-02-13,1,1,2,11,0,1,1,0.22,0.2273,0.37,0.194,5,85,90,Winter,Monday,0,Morning,Clear
9686,2012-02-13,1,1,2,12,0,1,1,0.28,0.2576,0.28,0.3284,7,111,118,Winter,Monday,0,Afternoon,Clear
9687,2012-02-13,1,1,2,13,0,1,1,0.32,0.303,0.22,0.2239,11,129,140,Winter,Monday,0,Afternoon,Clear
9688,2012-02-13,1,1,2,14,0,1,1,0.34,0.3485,0.23,0.1045,10,125,135,Winter,Monday,0,Afternoon,Clear
9689,2012-02-13,1,1,2,15,0,1,1,0.36,0.3485,0.27,0.1343,10,145,155,Winter,Monday,0,Afternoon,Clear
9690,2012-02-13,1,1,2,16,0,1,1,0.36,0.3485,0.23,0.194,5,206,211,Winter,Monday,0,Afternoon,Clear
9691,2012-02-13,1,1,2,17,0,1,1,0.36,0.3485,0.23,0.194,8,399,407,Winter,Monday,0,Afternoon,Clear
9692,2012-02-13,1,1,2,18,0,1,1,0.34,0.3182,0.25,0.2537,6,399,405,Winter,Monday,0,Evening,Clear
9693,2012-02-13,1,1,2,19,0,1,1,0.34,0.3333,0.25,0.1343,7,256,263,Winter,Monday,0,Evening,Clear
9694,2012-02-13,1,1,2,20,0,1,1,0.3,0.303,0.42,0.1642,4,210,214,Winter,Monday,0,Evening,Clear
9695,2012-02-13,1,1,2,21,0,1,1,0.28,0.2879,0.45,0.1343,2,145,147,Winter,Monday,0,Evening,Clear
9696,2012-02-13,1,1,2,22,0,1,1,0.26,0.2727,0.56,0.1045,3,99,102,Winter,Monday,0,Evening,Clear
9697,2012-02-13,1,1,2,23,0,1,1,0.28,0.3182,0.41,0.0,2,34,36,Winter,Monday,0,Evening,Clear
9698,2012-02-14,1,1,2,0,0,2,2,0.26,0.303,0.6,0.0,0,14,14,Winter,Tuesday,0,Night,Mist
9699,2012-02-14,1,1,2,1,0,2,2,0.26,0.303,0.56,0.0,0,6,6,Winter,Tuesday,0,Night,Mist
9700,2012-02-14,1,1,2,2,0,2,2,0.28,0.3182,0.41,0.0,0,3,3,Winter,Tuesday,0,Night,Mist
9701,2012-02-14,1,1,2,3,0,2,2,0.26,0.303,0.52,0.0,0,3,3,Winter,Tuesday,0,Night,Mist
9702,2012-02-14,1,1,2,4,0,2,2,0.26,0.2727,0.65,0.1045,0,2,2,Winter,Tuesday,0,Night,Mist
9703,2012-02-14,1,1,2,5,0,2,2,0.26,0.2727,0.65,0.1045,2,20,22,Winter,Tuesday,0,Night,Mist
9704,2012-02-14,1,1,2,6,0,2,2,0.26,0.303,0.56,0.0,1,89,90,Winter,Tuesday,0,Morning,Mist
9705,2012-02-14,1,1,2,7,0,2,2,0.24,0.2576,0.6,0.0896,4,276,280,Winter,Tuesday,0,Morning,Mist
9706,2012-02-14,1,1,2,8,0,2,2,0.24,0.2879,0.7,0.0,3,510,513,Winter,Tuesday,0,Morning,Mist
9707,2012-02-14,1,1,2,9,0,2,2,0.26,0.2879,0.56,0.0896,6,256,262,Winter,Tuesday,0,Morning,Mist
9708,2012-02-14,1,1,2,10,0,2,2,0.26,0.2727,0.6,0.1343,8,90,98,Winter,Tuesday,0,Morning,Mist
9709,2012-02-14,1,1,2,11,0,2,2,0.3,0.303,0.45,0.1642,5,107,112,Winter,Tuesday,0,Morning,Mist
9710,2012-02-14,1,1,2,12,0,2,2,0.3,0.2879,0.52,0.2239,10,162,172,Winter,Tuesday,0,Afternoon,Mist
9711,2012-02-14,1,1,2,13,0,2,2,0.36,0.3333,0.4,0.2537,6,167,173,Winter,Tuesday,0,Afternoon,Mist
9712,2012-02-14,1,1,2,14,0,2,1,0.4,0.4091,0.4,0.2239,13,111,124,Winter,Tuesday,0,Afternoon,Clear
9713,2012-02-14,1,1,2,15,0,2,2,0.42,0.4242,0.38,0.4478,7,138,145,Winter,Tuesday,0,Afternoon,Mist
9714,2012-02-14,1,1,2,16,0,2,1,0.42,0.4242,0.35,0.2985,15,251,266,Winter,Tuesday,0,Afternoon,Clear
9715,2012-02-14,1,1,2,17,0,2,1,0.42,0.4242,0.38,0.3582,19,504,523,Winter,Tuesday,0,Afternoon,Clear
9716,2012-02-14,1,1,2,18,0,2,2,0.38,0.3939,0.46,0.2985,8,398,406,Winter,Tuesday,0,Evening,Mist
9717,2012-02-14,1,1,2,19,0,2,2,0.36,0.3485,0.5,0.1642,11,270,281,Winter,Tuesday,0,Evening,Mist
9718,2012-02-14,1,1,2,20,0,2,2,0.38,0.3939,0.46,0.1343,6,178,184,Winter,Tuesday,0,Evening,Mist
9719,2012-02-14,1,1,2,21,0,2,2,0.36,0.3636,0.5,0.1045,4,105,109,Winter,Tuesday,0,Evening,Mist
9720,2012-02-14,1,1,2,22,0,2,2,0.36,0.3636,0.5,0.1045,5,72,77,Winter,Tuesday,0,Evening,Mist
9721,2012-02-14,1,1,2,23,0,2,2,0.36,0.3636,0.5,0.0896,2,55,57,Winter,Tuesday,0,Evening,Mist
9722,2012-02-15,1,1,2,0,0,3,1,0.32,0.3485,0.57,0.0,0,22,22,Winter,Wednesday,0,Night,Clear
9723,2012-02-15,1,1,2,1,0,3,1,0.34,0.3636,0.53,0.0,0,5,5,Winter,Wednesday,0,Night,Clear
9724,2012-02-15,1,1,2,2,0,3,1,0.3,0.3333,0.61,0.0,0,4,4,Winter,Wednesday,0,Night,Clear
9725,2012-02-15,1,1,2,3,0,3,1,0.28,0.3182,0.75,0.0,0,3,3,Winter,Wednesday,0,Night,Clear
9726,2012-02-15,1,1,2,4,0,3,1,0.28,0.2879,0.7,0.1045,0,1,1,Winter,Wednesday,0,Night,Clear
9727,2012-02-15,1,1,2,5,0,3,1,0.28,0.2879,0.7,0.1045,0,25,25,Winter,Wednesday,0,Night,Clear
9728,2012-02-15,1,1,2,6,0,3,1,0.3,0.303,0.61,0.1343,3,92,95,Winter,Wednesday,0,Morning,Clear
9729,2012-02-15,1,1,2,7,0,3,2,0.3,0.2879,0.65,0.194,3,318,321,Winter,Wednesday,0,Morning,Mist
9730,2012-02-15,1,1,2,8,0,3,1,0.32,0.2879,0.61,0.3582,7,508,515,Winter,Wednesday,0,Morning,Clear
9731,2012-02-15,1,1,2,9,0,3,1,0.32,0.303,0.61,0.3284,5,226,231,Winter,Wednesday,0,Morning,Clear
9732,2012-02-15,1,1,2,10,0,3,1,0.34,0.303,0.57,0.2985,12,108,120,Winter,Wednesday,0,Morning,Clear
9733,2012-02-15,1,1,2,11,0,3,1,0.36,0.3333,0.53,0.2836,13,125,138,Winter,Wednesday,0,Morning,Clear
9734,2012-02-15,1,1,2,12,0,3,1,0.38,0.3939,0.46,0.3881,11,152,163,Winter,Wednesday,0,Afternoon,Clear
9735,2012-02-15,1,1,2,13,0,3,1,0.4,0.4091,0.43,0.2836,11,159,170,Winter,Wednesday,0,Afternoon,Clear
9736,2012-02-15,1,1,2,14,0,3,1,0.42,0.4242,0.41,0.3582,6,128,134,Winter,Wednesday,0,Afternoon,Clear
9737,2012-02-15,1,1,2,15,0,3,1,0.42,0.4242,0.41,0.2239,7,164,171,Winter,Wednesday,0,Afternoon,Clear
9738,2012-02-15,1,1,2,16,0,3,1,0.42,0.4242,0.38,0.194,9,222,231,Winter,Wednesday,0,Afternoon,Clear
9739,2012-02-15,1,1,2,17,0,3,1,0.42,0.4242,0.38,0.194,17,470,487,Winter,Wednesday,0,Afternoon,Clear
9740,2012-02-15,1,1,2,18,0,3,1,0.4,0.4091,0.4,0.2239,9,459,468,Winter,Wednesday,0,Evening,Clear
9741,2012-02-15,1,1,2,19,0,3,1,0.38,0.3939,0.43,0.1642,9,302,311,Winter,Wednesday,0,Evening,Clear
9742,2012-02-15,1,1,2,20,0,3,1,0.36,0.3485,0.46,0.1642,4,207,211,Winter,Wednesday,0,Evening,Clear
9743,2012-02-15,1,1,2,21,0,3,1,0.34,0.3333,0.53,0.1642,8,170,178,Winter,Wednesday,0,Evening,Clear
9744,2012-02-15,1,1,2,22,0,3,1,0.34,0.3485,0.49,0.1045,3,104,107,Winter,Wednesday,0,Evening,Clear
9745,2012-02-15,1,1,2,23,0,3,1,0.34,0.3485,0.53,0.0896,4,54,58,Winter,Wednesday,0,Evening,Clear
9746,2012-02-16,1,1,2,0,0,4,2,0.3,0.303,0.7,0.1343,1,22,23,Winter,Thursday,0,Night,Mist
9747,2012-02-16,1,1,2,1,0,4,2,0.3,0.3333,0.7,0.0,0,5,5,Winter,Thursday,0,Night,Mist
9748,2012-02-16,1,1,2,2,0,4,2,0.3,0.3182,0.7,0.0896,1,6,7,Winter,Thursday,0,Night,Mist
9749,2012-02-16,1,1,2,3,0,4,2,0.3,0.3333,0.61,0.0,0,1,1,Winter,Thursday,0,Night,Mist
9750,2012-02-16,1,1,2,4,0,4,3,0.3,0.3182,0.7,0.0896,0,3,3,Winter,Thursday,0,Night,Light Snow/Rain
9751,2012-02-16,1,1,2,5,0,4,2,0.3,0.3333,0.7,0.0,0,20,20,Winter,Thursday,0,Night,Mist
9752,2012-02-16,1,1,2,6,0,4,2,0.3,0.3182,0.7,0.0896,4,83,87,Winter,Thursday,0,Morning,Mist
9753,2012-02-16,1,1,2,7,0,4,2,0.3,0.303,0.7,0.1343,3,285,288,Winter,Thursday,0,Morning,Mist
9754,2012-02-16,1,1,2,8,0,4,2,0.3,0.3182,0.7,0.0896,9,489,498,Winter,Thursday,0,Morning,Mist
9755,2012-02-16,1,1,2,9,0,4,2,0.3,0.303,0.7,0.1642,3,199,202,Winter,Thursday,0,Morning,Mist
9756,2012-02-16,1,1,2,10,0,4,3,0.32,0.3333,0.7,0.1343,2,42,44,Winter,Thursday,0,Morning,Light Snow/Rain
9757,2012-02-16,1,1,2,11,0,4,3,0.32,0.3333,0.7,0.1045,2,69,71,Winter,Thursday,0,Morning,Light Snow/Rain
9758,2012-02-16,1,1,2,12,0,4,3,0.32,0.3333,0.76,0.0896,1,44,45,Winter,Thursday,0,Afternoon,Light Snow/Rain
9759,2012-02-16,1,1,2,13,0,4,3,0.34,0.3182,0.71,0.2537,2,62,64,Winter,Thursday,0,Afternoon,Light Snow/Rain
9760,2012-02-16,1,1,2,14,0,4,3,0.32,0.3182,0.81,0.194,1,30,31,Winter,Thursday,0,Afternoon,Light Snow/Rain
9761,2012-02-16,1,1,2,15,0,4,3,0.34,0.3636,0.76,0.0,3,50,53,Winter,Thursday,0,Afternoon,Light Snow/Rain
9762,2012-02-16,1,1,2,16,0,4,3,0.34,0.3636,0.81,0.0,8,110,118,Winter,Thursday,0,Afternoon,Light Snow/Rain
9763,2012-02-16,1,1,2,17,0,4,3,0.34,0.3636,0.87,0.0,8,281,289,Winter,Thursday,0,Afternoon,Light Snow/Rain
9764,2012-02-16,1,1,2,18,0,4,3,0.34,0.3333,0.87,0.1343,8,345,353,Winter,Thursday,0,Evening,Light Snow/Rain
9765,2012-02-16,1,1,2,19,0,4,2,0.32,0.3182,0.87,0.1642,4,254,258,Winter,Thursday,0,Evening,Mist
9766,2012-02-16,1,1,2,20,0,4,2,0.32,0.3333,0.87,0.1343,5,211,216,Winter,Thursday,0,Evening,Mist
9767,2012-02-16,1,1,2,21,0,4,2,0.34,0.3485,0.81,0.1045,3,142,145,Winter,Thursday,0,Evening,Mist
9768,2012-02-16,1,1,2,22,0,4,2,0.32,0.3485,0.81,0.0,3,108,111,Winter,Thursday,0,Evening,Mist
9769,2012-02-16,1,1,2,23,0,4,1,0.32,0.3333,0.81,0.0896,3,70,73,Winter,Thursday,0,Evening,Clear
9770,2012-02-17,1,1,2,0,0,5,2,0.3,0.3333,0.87,0.0,2,32,34,Winter,Friday,0,Night,Mist
9771,2012-02-17,1,1,2,1,0,5,2,0.3,0.3333,0.93,0.0,2,16,18,Winter,Friday,0,Night,Mist
9772,2012-02-17,1,1,2,2,0,5,2,0.3,0.3182,0.93,0.1045,1,11,12,Winter,Friday,0,Night,Mist
9773,2012-02-17,1,1,2,3,0,5,2,0.28,0.2879,0.93,0.1045,0,1,1,Winter,Friday,0,Night,Mist
9774,2012-02-17,1,1,2,4,0,5,2,0.28,0.2727,0.93,0.194,0,1,1,Winter,Friday,0,Night,Mist
9775,2012-02-17,1,1,2,5,0,5,2,0.28,0.2727,0.93,0.1642,0,16,16,Winter,Friday,0,Night,Mist
9776,2012-02-17,1,1,2,6,0,5,2,0.28,0.2879,0.96,0.1343,1,70,71,Winter,Friday,0,Morning,Mist
9777,2012-02-17,1,1,2,7,0,5,2,0.28,0.2879,0.93,0.1045,4,222,226,Winter,Friday,0,Morning,Mist
9778,2012-02-17,1,1,2,8,0,5,2,0.26,0.303,1.0,0.0,4,516,520,Winter,Friday,0,Morning,Mist
9779,2012-02-17,1,1,2,9,0,5,2,0.26,0.303,1.0,0.0,8,275,283,Winter,Friday,0,Morning,Mist
9780,2012-02-17,1,1,2,10,0,5,1,0.34,0.3182,0.71,0.2836,13,103,116,Winter,Friday,0,Morning,Clear
9781,2012-02-17,1,1,2,11,0,5,1,0.36,0.3333,0.62,0.4179,9,133,142,Winter,Friday,0,Morning,Clear
9782,2012-02-17,1,1,2,12,0,5,1,0.38,0.3939,0.46,0.3881,21,177,198,Winter,Friday,0,Afternoon,Clear
9783,2012-02-17,1,1,2,13,0,5,1,0.4,0.4091,0.43,0.3582,34,171,205,Winter,Friday,0,Afternoon,Clear
9784,2012-02-17,1,1,2,14,0,5,1,0.4,0.4091,0.37,0.3582,33,137,170,Winter,Friday,0,Afternoon,Clear
9785,2012-02-17,1,1,2,15,0,5,1,0.42,0.4242,0.35,0.4179,41,180,221,Winter,Friday,0,Afternoon,Clear
9786,2012-02-17,1,1,2,16,0,5,1,0.42,0.4242,0.32,0.2985,56,251,307,Winter,Friday,0,Afternoon,Clear
9787,2012-02-17,1,1,2,17,0,5,1,0.42,0.4242,0.32,0.3284,36,429,465,Winter,Friday,0,Afternoon,Clear
9788,2012-02-17,1,1,2,18,0,5,1,0.4,0.4091,0.35,0.2537,15,362,377,Winter,Friday,0,Evening,Clear
9789,2012-02-17,1,1,2,19,0,5,1,0.38,0.3939,0.37,0.2239,16,266,282,Winter,Friday,0,Evening,Clear
9790,2012-02-17,1,1,2,20,0,5,1,0.4,0.4091,0.35,0.194,13,158,171,Winter,Friday,0,Evening,Clear
9791,2012-02-17,1,1,2,21,0,5,1,0.38,0.3939,0.37,0.194,15,114,129,Winter,Friday,0,Evening,Clear
9792,2012-02-17,1,1,2,22,0,5,1,0.36,0.3485,0.4,0.2239,15,92,107,Winter,Friday,0,Evening,Clear
9793,2012-02-17,1,1,2,23,0,5,1,0.36,0.3485,0.4,0.194,10,72,82,Winter,Friday,0,Evening,Clear
9794,2012-02-18,1,1,2,0,0,6,1,0.34,0.3333,0.42,0.1642,5,81,86,Winter,Saturday,1,Night,Clear
9795,2012-02-18,1,1,2,1,0,6,1,0.32,0.3182,0.49,0.1642,7,38,45,Winter,Saturday,1,Night,Clear
9796,2012-02-18,1,1,2,2,0,6,1,0.3,0.2879,0.61,0.2537,6,39,45,Winter,Saturday,1,Night,Clear
9797,2012-02-18,1,1,2,3,0,6,1,0.28,0.2879,0.65,0.1045,3,15,18,Winter,Saturday,1,Night,Clear
9798,2012-02-18,1,1,2,4,0,6,1,0.26,0.303,0.7,0.0,3,4,7,Winter,Saturday,1,Night,Clear
9799,2012-02-18,1,1,2,5,0,6,1,0.24,0.2576,0.7,0.0896,0,1,1,Winter,Saturday,1,Night,Clear
9800,2012-02-18,1,1,2,6,0,6,1,0.24,0.2879,0.7,0.0,1,8,9,Winter,Saturday,1,Morning,Clear
9801,2012-02-18,1,1,2,7,0,6,1,0.24,0.2879,0.7,0.0,8,33,41,Winter,Saturday,1,Morning,Clear
9802,2012-02-18,1,1,2,8,0,6,1,0.22,0.2727,0.87,0.0,10,92,102,Winter,Saturday,1,Morning,Clear
9803,2012-02-18,1,1,2,9,0,6,1,0.22,0.2424,0.8,0.1045,22,116,138,Winter,Saturday,1,Morning,Clear
9804,2012-02-18,1,1,2,10,0,6,1,0.26,0.2727,0.81,0.1045,48,157,205,Winter,Saturday,1,Morning,Clear
9805,2012-02-18,1,1,2,11,0,6,1,0.32,0.3333,0.57,0.1343,102,184,286,Winter,Saturday,1,Morning,Clear
9806,2012-02-18,1,1,2,12,0,6,1,0.36,0.3485,0.43,0.194,128,241,369,Winter,Saturday,1,Afternoon,Clear
9807,2012-02-18,1,1,2,13,0,6,1,0.4,0.4091,0.43,0.2836,165,219,384,Winter,Saturday,1,Afternoon,Clear
9808,2012-02-18,1,1,2,14,0,6,1,0.44,0.4394,0.35,0.3582,183,244,427,Winter,Saturday,1,Afternoon,Clear
9809,2012-02-18,1,1,2,15,0,6,1,0.42,0.4242,0.41,0.2537,229,270,499,Winter,Saturday,1,Afternoon,Clear
9810,2012-02-18,1,1,2,16,0,6,1,0.44,0.4394,0.44,0.3284,186,218,404,Winter,Saturday,1,Afternoon,Clear
9811,2012-02-18,1,1,2,17,0,6,1,0.48,0.4697,0.36,0.2836,142,222,364,Winter,Saturday,1,Afternoon,Clear
9812,2012-02-18,1,1,2,18,0,6,1,0.46,0.4545,0.38,0.2985,70,176,246,Winter,Saturday,1,Evening,Clear
9813,2012-02-18,1,1,2,19,0,6,1,0.44,0.4394,0.44,0.1642,38,150,188,Winter,Saturday,1,Evening,Clear
9814,2012-02-18,1,1,2,20,0,6,1,0.44,0.4394,0.44,0.1642,25,123,148,Winter,Saturday,1,Evening,Clear
9815,2012-02-18,1,1,2,21,0,6,1,0.44,0.4394,0.33,0.2985,25,89,114,Winter,Saturday,1,Evening,Clear
9816,2012-02-18,1,1,2,22,0,6,1,0.4,0.4091,0.4,0.4478,17,101,118,Winter,Saturday,1,Evening,Clear
9817,2012-02-18,1,1,2,23,0,6,2,0.36,0.3333,0.4,0.3881,12,62,74,Winter,Saturday,1,Evening,Mist
9818,2012-02-19,1,1,2,0,0,0,2,0.34,0.303,0.39,0.3582,9,65,74,Winter,Sunday,1,Night,Mist
9819,2012-02-19,1,1,2,1,0,0,2,0.32,0.303,0.39,0.2537,10,62,72,Winter,Sunday,1,Night,Mist
9820,2012-02-19,1,1,2,2,0,0,2,0.3,0.2879,0.36,0.2836,3,45,48,Winter,Sunday,1,Night,Mist
9821,2012-02-19,1,1,2,3,0,0,2,0.3,0.2879,0.36,0.2239,3,12,15,Winter,Sunday,1,Night,Mist
9822,2012-02-19,1,1,2,4,0,0,2,0.28,0.2576,0.41,0.3881,0,3,3,Winter,Sunday,1,Night,Mist
9823,2012-02-19,1,1,2,5,0,0,2,0.26,0.2273,0.48,0.2985,1,1,2,Winter,Sunday,1,Night,Mist
9824,2012-02-19,1,1,2,6,0,0,1,0.24,0.2121,0.52,0.3284,0,5,5,Winter,Sunday,1,Morning,Clear
9825,2012-02-19,1,1,2,7,0,0,2,0.24,0.2121,0.52,0.2836,2,12,14,Winter,Sunday,1,Morning,Mist
9826,2012-02-19,1,1,2,8,0,0,2,0.24,0.2273,0.56,0.194,8,48,56,Winter,Sunday,1,Morning,Mist
9827,2012-02-19,1,1,2,9,0,0,2,0.24,0.2273,0.56,0.2537,20,73,93,Winter,Sunday,1,Morning,Mist
9828,2012-02-19,1,1,2,10,0,0,2,0.26,0.2424,0.52,0.2537,49,142,191,Winter,Sunday,1,Morning,Mist
9829,2012-02-19,1,1,2,11,0,0,2,0.26,0.2273,0.56,0.3284,82,144,226,Winter,Sunday,1,Morning,Mist
9830,2012-02-19,1,1,2,12,0,0,2,0.28,0.2727,0.52,0.2537,71,184,255,Winter,Sunday,1,Afternoon,Mist
